word,row,col,page,identifier
transformer,16,12,accueil,transformer@accueil
mouais,16,13,accueil,mouais@accueil
sucer,16,14,accueil,sucer@accueil
flotte,16,15,accueil,flotte@accueil
demi,16,16,accueil,demi@accueil
crier,16,17,accueil,crier@accueil
bob,16,18,accueil,bob@accueil
marrer,16,19,accueil,marrer@accueil
raconter,16,20,accueil,raconter@accueil
solution,16,21,accueil,solution@accueil
bouder,16,22,accueil,bouder@accueil
cri,16,23,accueil,cri@accueil
sens,16,24,accueil,sens@accueil
glace,16,25,accueil,glace@accueil
poireau,16,26,accueil,poireau@accueil
escalier,16,27,accueil,escalier@accueil
cracher,16,28,accueil,cracher@accueil
chouchou,16,29,accueil,chouchou@accueil
éponge,16,30,accueil,éponge@accueil
allumer,16,31,accueil,allumer@accueil
ruche,16,32,accueil,ruche@accueil
terre,16,33,accueil,terre@accueil
huile,16,34,accueil,huile@accueil
café,16,35,accueil,café@accueil
vomir,16,36,accueil,vomir@accueil
marier,16,37,accueil,marier@accueil
déguiser,16,38,accueil,déguiser@accueil
nationalité,16,39,accueil,nationalité@accueil
ivoire,16,40,accueil,ivoire@accueil
supporter,16,41,accueil,supporter@accueil
ici,16,42,accueil,ici@accueil
forme,17,0,accueil,forme@accueil
tranche,17,1,accueil,tranche@accueil
rejoindre,17,2,accueil,rejoindre@accueil
hochet,17,3,accueil,hochet@accueil
frite,17,4,accueil,frite@accueil
mouiller,17,5,accueil,mouiller@accueil
pinceau,17,6,accueil,pinceau@accueil
collège,17,7,accueil,collège@accueil
intelligent,17,8,accueil,intelligent@accueil
équilibre,17,9,accueil,équilibre@accueil
apparemment,17,10,accueil,apparemment@accueil
motricité,17,11,accueil,motricité@accueil
monsieur,17,12,accueil,monsieur@accueil
grotte,17,13,accueil,grotte@accueil
noir,17,14,accueil,noir@accueil
étrange,17,15,accueil,étrange@accueil
galop,17,16,accueil,galop@accueil
slip,17,17,accueil,slip@accueil
front,17,18,accueil,front@accueil
chambre,17,19,accueil,chambre@accueil
pois,17,20,accueil,pois@accueil
oui,17,21,accueil,oui@accueil
retrouver,17,22,accueil,retrouver@accueil
tricot,17,23,accueil,tricot@accueil
vieux,17,24,accueil,vieux@accueil
délicatement,17,25,accueil,délicatement@accueil
augustin,17,26,accueil,augustin@accueil
souvenir,17,27,accueil,souvenir@accueil
titre,17,28,accueil,titre@accueil
navet,17,29,accueil,navet@accueil
par-dessus,17,30,accueil,par-dessus@accueil
instituteur,17,31,accueil,instituteur@accueil
minuscule,17,32,accueil,minuscule@accueil
châtaigne,17,33,accueil,châtaigne@accueil
erreur,17,34,accueil,erreur@accueil
placard,17,35,accueil,placard@accueil
capuche,17,36,accueil,capuche@accueil
balai,17,37,accueil,balai@accueil
hier,17,38,accueil,hier@accueil
maquiller,17,39,accueil,maquiller@accueil
bavarder,17,40,accueil,bavarder@accueil
lavabo,17,41,accueil,lavabo@accueil
série,17,42,accueil,série@accueil
an,18,0,accueil,an@accueil
ferme,18,1,accueil,ferme@accueil
quitter,18,2,accueil,quitter@accueil
berceau,18,3,accueil,berceau@accueil
moto,18,4,accueil,moto@accueil
commander,18,5,accueil,commander@accueil
uniforme,18,6,accueil,uniforme@accueil
envie,18,7,accueil,envie@accueil
télé,18,8,accueil,télé@accueil
bruyère,18,9,accueil,bruyère@accueil
méchant,18,10,accueil,méchant@accueil
approche,18,11,accueil,approche@accueil
là-haut,18,12,accueil,là-haut@accueil
pipi,18,13,accueil,pipi@accueil
maitresse,18,14,accueil,maitresse@accueil
pardon,18,15,accueil,pardon@accueil
lettre,18,16,accueil,lettre@accueil
couper,18,17,accueil,couper@accueil
décider,18,18,accueil,décider@accueil
toutoune,18,19,accueil,toutoune@accueil
ballon,18,20,accueil,ballon@accueil
marmite,18,21,accueil,marmite@accueil
suffire,18,22,accueil,suffire@accueil
poids,18,23,accueil,poids@accueil
colonne,18,24,accueil,colonne@accueil
tour,18,25,accueil,tour@accueil
boule,18,26,accueil,boule@accueil
attendre,18,27,accueil,attendre@accueil
rayer,18,28,accueil,rayer@accueil
commencer,18,29,accueil,commencer@accueil
cassé,18,30,accueil,cassé@accueil
docteur,18,31,accueil,docteur@accueil
stylo,18,32,accueil,stylo@accueil
transparent,18,33,accueil,transparent@accueil
liste,18,34,accueil,liste@accueil
us,18,35,accueil,us@accueil
après-midi,18,36,accueil,après-midi@accueil
déranger,18,37,accueil,déranger@accueil
épluchure,18,38,accueil,épluchure@accueil
lion,18,39,accueil,lion@accueil
effacer,18,40,accueil,effacer@accueil
boum,18,41,accueil,boum@accueil
habitude,18,42,accueil,habitude@accueil
cadette,19,0,accueil,cadette@accueil
épaule,19,1,accueil,épaule@accueil
tartine,19,2,accueil,tartine@accueil
amener,19,3,accueil,amener@accueil
route,19,4,accueil,route@accueil
garçon,19,5,accueil,garçon@accueil
goutte,19,6,accueil,goutte@accueil
novembre,19,7,accueil,novembre@accueil
droit,19,8,accueil,droit@accueil
magnéto,19,9,accueil,magnéto@accueil
action,19,10,accueil,action@accueil
récupérer,19,11,accueil,récupérer@accueil
tissu,19,12,accueil,tissu@accueil
phare,19,13,accueil,phare@accueil
cheveu,19,14,accueil,cheveu@accueil
connaître,19,15,accueil,connaître@accueil
rattraper,19,16,accueil,rattraper@accueil
air,19,17,accueil,air@accueil
porte,19,18,accueil,porte@accueil
éléphant,19,19,accueil,éléphant@accueil
esquinté,19,20,accueil,esquinté@accueil
cow-boy,19,21,accueil,cow-boy@accueil
merde,19,22,accueil,merde@accueil
danse,19,23,accueil,danse@accueil
flèche,19,24,accueil,flèche@accueil
supermarché,19,25,accueil,supermarché@accueil
heureusement,19,26,accueil,heureusement@accueil
enregistrer,19,27,accueil,enregistrer@accueil
justement,19,28,accueil,justement@accueil
accrocher,19,29,accueil,accrocher@accueil
camion,19,30,accueil,camion@accueil
bisou,19,31,accueil,bisou@accueil
toquer,19,32,accueil,toquer@accueil
chauffer,19,33,accueil,chauffer@accueil
dernier,19,34,accueil,dernier@accueil
aider,19,35,accueil,aider@accueil
jaloux,19,36,accueil,jaloux@accueil
comprendre,19,37,accueil,comprendre@accueil
sonner,19,38,accueil,sonner@accueil
amusant,19,39,accueil,amusant@accueil
besoin,19,40,accueil,besoin@accueil
déformer,19,41,accueil,déformer@accueil
enregistreur,19,42,accueil,enregistreur@accueil
noce,20,0,accueil,noce@accueil
croco,20,1,accueil,croco@accueil
dérouler,20,2,accueil,dérouler@accueil
ordre,20,3,accueil,ordre@accueil
vérité,20,4,accueil,vérité@accueil
étaler,20,5,accueil,étaler@accueil
éteindre,20,6,accueil,éteindre@accueil
dévisser,20,7,accueil,dévisser@accueil
remettre,20,8,accueil,remettre@accueil
meuble,20,9,accueil,meuble@accueil
carte,20,10,accueil,carte@accueil
essayer,20,11,accueil,essayer@accueil
obliger,20,12,accueil,obliger@accueil
rayé,20,13,accueil,rayé@accueil
lampe,20,14,accueil,lampe@accueil
prendre,20,15,accueil,prendre@accueil
grandir,20,16,accueil,grandir@accueil
ensemble,20,17,accueil,ensemble@accueil
richard,20,18,accueil,richard@accueil
couche,20,19,accueil,couche@accueil
faire,20,20,accueil,faire@accueil
neige,20,21,accueil,neige@accueil
gris,20,22,accueil,gris@accueil
chatouiller,20,23,accueil,chatouiller@accueil
normalement,20,24,accueil,normalement@accueil
miroir,20,25,accueil,miroir@accueil
table,20,26,accueil,table@accueil
peur,20,27,accueil,peur@accueil
récréation,20,28,accueil,récréation@accueil
pantalon,20,29,accueil,pantalon@accueil
corps,20,30,accueil,corps@accueil
coquine,20,31,accueil,coquine@accueil
sourire,20,32,accueil,sourire@accueil
énervant,20,33,accueil,énervant@accueil
examiner,20,34,accueil,examiner@accueil
étalon,20,35,accueil,étalon@accueil
neuf,20,36,accueil,neuf@accueil
cour,20,37,accueil,cour@accueil
souffle,20,38,accueil,souffle@accueil
grenier,20,39,accueil,grenier@accueil
gâteau,20,40,accueil,gâteau@accueil
mars,20,41,accueil,mars@accueil
remonter,20,42,accueil,remonter@accueil
boulangère,21,0,accueil,boulangère@accueil
vague,21,1,accueil,vague@accueil
vent,21,2,accueil,vent@accueil
dangereux,21,3,accueil,dangereux@accueil
laver,21,4,accueil,laver@accueil
geste,21,5,accueil,geste@accueil
bord,21,6,accueil,bord@accueil
malade,21,7,accueil,malade@accueil
griffe,21,8,accueil,griffe@accueil
colère,21,9,accueil,colère@accueil
boulangerie,21,10,accueil,boulangerie@accueil
épée,21,11,accueil,épée@accueil
drôle,21,12,accueil,drôle@accueil
chameau,21,13,accueil,chameau@accueil
chasser,21,14,accueil,chasser@accueil
aller,21,15,accueil,aller@accueil
vitre,21,16,accueil,vitre@accueil
farine,21,17,accueil,farine@accueil
eau,21,18,accueil,eau@accueil
maison,21,19,accueil,maison@accueil
souhait,21,20,accueil,souhait@accueil
important,21,21,accueil,important@accueil
toutou,21,22,accueil,toutou@accueil
croire,21,23,accueil,croire@accueil
maman,21,24,accueil,maman@accueil
tarte,21,25,accueil,tarte@accueil
poursuivre,21,26,accueil,poursuivre@accueil
câlin,21,27,accueil,câlin@accueil
grave,21,28,accueil,grave@accueil
entendre,21,29,accueil,entendre@accueil
hoquet,21,30,accueil,hoquet@accueil
page,21,31,accueil,page@accueil
cher,21,32,accueil,cher@accueil
consoler,21,33,accueil,consoler@accueil
trouer,21,34,accueil,trouer@accueil
rier,21,35,accueil,rier@accueil
puzzle,21,36,accueil,puzzle@accueil
magique,21,37,accueil,magique@accueil
cuisine,21,38,accueil,cuisine@accueil
électrique,21,39,accueil,électrique@accueil
couvrir,21,40,accueil,couvrir@accueil
échange,21,41,accueil,échange@accueil
cantine,21,42,accueil,cantine@accueil
rigole,22,0,accueil,rigole@accueil
bidon,22,1,accueil,bidon@accueil
brillant,22,2,accueil,brillant@accueil
sorte,22,3,accueil,sorte@accueil
pis,22,4,accueil,pis@accueil
doué,22,5,accueil,doué@accueil
lune,22,6,accueil,lune@accueil
peut-être,22,7,accueil,peut-être@accueil
montrer,22,8,accueil,montrer@accueil
valise,22,9,accueil,valise@accueil
frigidaire,22,10,accueil,frigidaire@accueil
tortue,22,11,accueil,tortue@accueil
vaux,22,12,accueil,vaux@accueil
menton,22,13,accueil,menton@accueil
glissant,22,14,accueil,glissant@accueil
pédiatre,22,15,accueil,pédiatre@accueil
promettre,22,16,accueil,promettre@accueil
libellule,22,17,accueil,libellule@accueil
avion,22,18,accueil,avion@accueil
fort,22,19,accueil,fort@accueil
rentrer,22,20,accueil,rentrer@accueil
madame,22,21,accueil,madame@accueil
vingt-six,22,22,accueil,vingt-six@accueil
train,22,23,accueil,train@accueil
non,22,24,accueil,non@accueil
ébouriffé,22,25,accueil,ébouriffé@accueil
patte,22,26,accueil,patte@accueil
vouloir,22,27,accueil,vouloir@accueil
morceau,22,28,accueil,morceau@accueil
plein,22,29,accueil,plein@accueil
livre,22,30,accueil,livre@accueil
main,22,31,accueil,main@accueil
drapeau,22,32,accueil,drapeau@accueil
ver,22,33,accueil,ver@accueil
soigné,22,34,accueil,soigné@accueil
habitant,22,35,accueil,habitant@accueil
visiter,22,36,accueil,visiter@accueil
carton,22,37,accueil,carton@accueil
t-shirt,22,38,accueil,t-shirt@accueil
gent,22,39,accueil,gent@accueil
tube,22,40,accueil,tube@accueil
voix,22,41,accueil,voix@accueil
lanterne,22,42,accueil,lanterne@accueil
démotiver,23,0,accueil,démotiver@accueil
cochon,23,1,accueil,cochon@accueil
bois,23,2,accueil,bois@accueil
liesse,23,3,accueil,liesse@accueil
intérieur,23,4,accueil,intérieur@accueil
continuer,23,5,accueil,continuer@accueil
courageux,23,6,accueil,courageux@accueil
sou,23,7,accueil,sou@accueil
fabriquer,23,8,accueil,fabriquer@accueil
savoir,23,9,accueil,savoir@accueil
secret,23,10,accueil,secret@accueil
blonde,23,11,accueil,blonde@accueil
jardinier,23,12,accueil,jardinier@accueil
bol,23,13,accueil,bol@accueil
classe,23,14,accueil,classe@accueil
reposer,23,15,accueil,reposer@accueil
repêcher,23,16,accueil,repêcher@accueil
habiter,23,17,accueil,habiter@accueil
bonbon,23,18,accueil,bonbon@accueil
hamburger,23,19,accueil,hamburger@accueil
voir,23,20,accueil,voir@accueil
tête,23,21,accueil,tête@accueil
joues,23,22,accueil,joues@accueil
poêle,23,23,accueil,poêle@accueil
bien,23,24,accueil,bien@accueil
père,23,25,accueil,père@accueil
craindre,23,26,accueil,craindre@accueil
ennuyer,23,27,accueil,ennuyer@accueil
librairie,23,28,accueil,librairie@accueil
verre,23,29,accueil,verre@accueil
éclaircir,23,30,accueil,éclaircir@accueil
reine,23,31,accueil,reine@accueil
admirer,23,32,accueil,admirer@accueil
papa,23,33,accueil,papa@accueil
rener,23,34,accueil,rener@accueil
porter,23,35,accueil,porter@accueil
sifflet,23,36,accueil,sifflet@accueil
gueule,23,37,accueil,gueule@accueil
ours,23,38,accueil,ours@accueil
tuer,23,39,accueil,tuer@accueil
judoka,23,40,accueil,judoka@accueil
toit,23,41,accueil,toit@accueil
là-bas,23,42,accueil,là-bas@accueil
hisser,24,0,accueil,hisser@accueil
couronne,24,1,accueil,couronne@accueil
horreur,24,2,accueil,horreur@accueil
pré,24,3,accueil,pré@accueil
martin,24,4,accueil,martin@accueil
rat,24,5,accueil,rat@accueil
emmener,24,6,accueil,emmener@accueil
velle,24,7,accueil,velle@accueil
course,24,8,accueil,course@accueil
marteau,24,9,accueil,marteau@accueil
moitié,24,10,accueil,moitié@accueil
brioche,24,11,accueil,brioche@accueil
mélange,24,12,accueil,mélange@accueil
vilain,24,13,accueil,vilain@accueil
sauterelle,24,14,accueil,sauterelle@accueil
rappeler,24,15,accueil,rappeler@accueil
chut,24,16,accueil,chut@accueil
fille,24,17,accueil,fille@accueil
mettre,24,18,accueil,mettre@accueil
microbe,24,19,accueil,microbe@accueil
trouver,24,20,accueil,trouver@accueil
réveiller,24,21,accueil,réveiller@accueil
devoir,24,22,accueil,devoir@accueil
marron,24,23,accueil,marron@accueil
assiette,24,24,accueil,assiette@accueil
hein,24,25,accueil,hein@accueil
lendemain,24,26,accueil,lendemain@accueil
pomme,24,27,accueil,pomme@accueil
chaud,24,28,accueil,chaud@accueil
acheter,24,29,accueil,acheter@accueil
aussitôt,24,30,accueil,aussitôt@accueil
gobelet,24,31,accueil,gobelet@accueil
personnage,24,32,accueil,personnage@accueil
cuillère,24,33,accueil,cuillère@accueil
oignon,24,34,accueil,oignon@accueil
mauvais,24,35,accueil,mauvais@accueil
doucement,24,36,accueil,doucement@accueil
contenter,24,37,accueil,contenter@accueil
ranger,24,38,accueil,ranger@accueil
nuage,24,39,accueil,nuage@accueil
question,24,40,accueil,question@accueil
reprendre,24,41,accueil,reprendre@accueil
gracieux,24,42,accueil,gracieux@accueil
cœur,25,0,accueil,cœur@accueil
épuiser,25,1,accueil,épuiser@accueil
jour,25,2,accueil,jour@accueil
guêpe,25,3,accueil,guêpe@accueil
face,25,4,accueil,face@accueil
jumeau,25,5,accueil,jumeau@accueil
festoyer,25,6,accueil,festoyer@accueil
potion,25,7,accueil,potion@accueil
pleurer,25,8,accueil,pleurer@accueil
chaise,25,9,accueil,chaise@accueil
produit,25,10,accueil,produit@accueil
pièce,25,11,accueil,pièce@accueil
tomber,25,12,accueil,tomber@accueil
baisser,25,13,accueil,baisser@accueil
déshabiller,25,14,accueil,déshabiller@accueil
réanimer,25,15,accueil,réanimer@accueil
numéro,25,16,accueil,numéro@accueil
répondre,25,17,accueil,répondre@accueil
mal,25,18,accueil,mal@accueil
papier,25,19,accueil,papier@accueil
gagner,25,20,accueil,gagner@accueil
redire,25,21,accueil,redire@accueil
partout,25,22,accueil,partout@accueil
fois,25,23,accueil,fois@accueil
écraser,25,24,accueil,écraser@accueil
tourner,25,25,accueil,tourner@accueil
fenêtre,25,26,accueil,fenêtre@accueil
vite,25,27,accueil,vite@accueil
voiture,25,28,accueil,voiture@accueil
coussin,25,29,accueil,coussin@accueil
contre,25,30,accueil,contre@accueil
rire,25,31,accueil,rire@accueil
luge,25,32,accueil,luge@accueil
bain,25,33,accueil,bain@accueil
bombarde,25,34,accueil,bombarde@accueil
vœu,25,35,accueil,vœu@accueil
dépêcher,25,36,accueil,dépêcher@accueil
tise,25,37,accueil,tise@accueil
purée,25,38,accueil,purée@accueil
mouette,25,39,accueil,mouette@accueil
écoute,25,40,accueil,écoute@accueil
sorcière,25,41,accueil,sorcière@accueil
place,25,42,accueil,place@accueil
robe,26,0,accueil,robe@accueil
plafond,26,1,accueil,plafond@accueil
but,26,2,accueil,but@accueil
beurre,26,3,accueil,beurre@accueil
jardin,26,4,accueil,jardin@accueil
orange,26,5,accueil,orange@accueil
écrire,26,6,accueil,écrire@accueil
repasser,26,7,accueil,repasser@accueil
tonnerre,26,8,accueil,tonnerre@accueil
amurer,26,9,accueil,amurer@accueil
puce,26,10,accueil,puce@accueil
goûter,26,11,accueil,goûter@accueil
passer,26,12,accueil,passer@accueil
bille,26,13,accueil,bille@accueil
arrosoir,26,14,accueil,arrosoir@accueil
temps,26,15,accueil,temps@accueil
poussette,26,16,accueil,poussette@accueil
arrêt,26,17,accueil,arrêt@accueil
médaillon,26,18,accueil,médaillon@accueil
trainer,26,19,accueil,trainer@accueil
arme,26,20,accueil,arme@accueil
vache,26,21,accueil,vache@accueil
étagère,26,22,accueil,étagère@accueil
manger,26,23,accueil,manger@accueil
accord,26,24,accueil,accord@accueil
châtain,26,25,accueil,châtain@accueil
os,26,26,accueil,os@accueil
lire,26,27,accueil,lire@accueil
jouer,26,28,accueil,jouer@accueil
occasion,26,29,accueil,occasion@accueil
refroidir,26,30,accueil,refroidir@accueil
rattacher,26,31,accueil,rattacher@accueil
nu,26,32,accueil,nu@accueil
scotch,26,33,accueil,scotch@accueil
peau,26,34,accueil,peau@accueil
proposer,26,35,accueil,proposer@accueil
vaccin,26,36,accueil,vaccin@accueil
changer,26,37,accueil,changer@accueil
envoyer,26,38,accueil,envoyer@accueil
défaire,26,39,accueil,défaire@accueil
retenir,26,40,accueil,retenir@accueil
apercevoir,26,41,accueil,apercevoir@accueil
corbeau,26,42,accueil,corbeau@accueil
chanson,27,0,accueil,chanson@accueil
menu,27,1,accueil,menu@accueil
exprès,27,2,accueil,exprès@accueil
sauver,27,3,accueil,sauver@accueil
rapide,27,4,accueil,rapide@accueil
magnétophone,27,5,accueil,magnétophone@accueil
bouchon,27,6,accueil,bouchon@accueil
peigne,27,7,accueil,peigne@accueil
retourner,27,8,accueil,retourner@accueil
beefsteak,27,9,accueil,beefsteak@accueil
youpi,27,10,accueil,youpi@accueil
nain,27,11,accueil,nain@accueil
revenu,27,12,accueil,revenu@accueil
bagarrer,27,13,accueil,bagarrer@accueil
bouger,27,14,accueil,bouger@accueil
école,27,15,accueil,école@accueil
mamie,27,16,accueil,mamie@accueil
content,27,17,accueil,content@accueil
brosse,27,18,accueil,brosse@accueil
instant,27,19,accueil,instant@accueil
venir,27,20,accueil,venir@accueil
super,27,21,accueil,super@accueil
retard,27,22,accueil,retard@accueil
aimer,27,23,accueil,aimer@accueil
échappée,27,24,accueil,échappée@accueil
dur,27,25,accueil,dur@accueil
écouter,27,26,accueil,écouter@accueil
pouce,27,27,accueil,pouce@accueil
appeler,27,28,accueil,appeler@accueil
expliquer,27,29,accueil,expliquer@accueil
mentir,27,30,accueil,mentir@accueil
moule,27,31,accueil,moule@accueil
canapé,27,32,accueil,canapé@accueil
bourdon,27,33,accueil,bourdon@accueil
maître,27,34,accueil,maître@accueil
joue,27,35,accueil,joue@accueil
préférer,27,36,accueil,préférer@accueil
inquiète,27,37,accueil,inquiète@accueil
frotter,27,38,accueil,frotter@accueil
aimant,27,39,accueil,aimant@accueil
bredouilla,27,40,accueil,bredouilla@accueil
odeur,27,41,accueil,odeur@accueil
cafard,27,42,accueil,cafard@accueil
libérer,28,0,accueil,libérer@accueil
naïs,28,1,accueil,naïs@accueil
bailler,28,2,accueil,bailler@accueil
librement,28,3,accueil,librement@accueil
bibliothèque,28,4,accueil,bibliothèque@accueil
remercier,28,5,accueil,remercier@accueil
trait,28,6,accueil,trait@accueil
énervé,28,7,accueil,énervé@accueil
heureux,28,8,accueil,heureux@accueil
cuire,28,9,accueil,cuire@accueil
étage,28,10,accueil,étage@accueil
bonjour,28,11,accueil,bonjour@accueil
specta,28,12,accueil,specta@accueil
plastique,28,13,accueil,plastique@accueil
propre,28,14,accueil,propre@accueil
bouquet,28,15,accueil,bouquet@accueil
partie,28,16,accueil,partie@accueil
boucle,28,17,accueil,boucle@accueil
nourriture,28,18,accueil,nourriture@accueil
fruit,28,19,accueil,fruit@accueil
boire,28,20,accueil,boire@accueil
demander,28,21,accueil,demander@accueil
ramasser,28,22,accueil,ramasser@accueil
ananas,28,23,accueil,ananas@accueil
falloir,28,24,accueil,falloir@accueil
suisse,28,25,accueil,suisse@accueil
immeuble,28,26,accueil,immeuble@accueil
botte,28,27,accueil,botte@accueil
poing,28,28,accueil,poing@accueil
magasin,28,29,accueil,magasin@accueil
chercher,28,30,accueil,chercher@accueil
poule,28,31,accueil,poule@accueil
hélas,28,32,accueil,hélas@accueil
point,28,33,accueil,point@accueil
mort,28,34,accueil,mort@accueil
probablement,28,35,accueil,probablement@accueil
réfrigérateur,28,36,accueil,réfrigérateur@accueil
lait,28,37,accueil,lait@accueil
bifteck,28,38,accueil,bifteck@accueil
pointu,28,39,accueil,pointu@accueil
winnie,28,40,accueil,winnie@accueil
fête,28,41,accueil,fête@accueil
laid,28,42,accueil,laid@accueil
discuter,29,0,accueil,discuter@accueil
sucré,29,1,accueil,sucré@accueil
faux,29,2,accueil,faux@accueil
loupe,29,3,accueil,loupe@accueil
apprendre,29,4,accueil,apprendre@accueil
anniversaire,29,5,accueil,anniversaire@accueil
profiter,29,6,accueil,profiter@accueil
attentivement,29,7,accueil,attentivement@accueil
cop,29,8,accueil,cop@accueil
rimer,29,9,accueil,rimer@accueil
lapin,29,10,accueil,lapin@accueil
mourir,29,11,accueil,mourir@accueil
chaussette,29,12,accueil,chaussette@accueil
gentille,29,13,accueil,gentille@accueil
arrêter,29,14,accueil,arrêter@accueil
poil,29,15,accueil,poil@accueil
entrecroiser,29,16,accueil,entrecroiser@accueil
ciel,29,17,accueil,ciel@accueil
chat,29,18,accueil,chat@accueil
manche,29,19,accueil,manche@accueil
village,29,20,accueil,village@accueil
cas,29,21,accueil,cas@accueil
taper,29,22,accueil,taper@accueil
petit,29,23,accueil,petit@accueil
envoler,29,24,accueil,envoler@accueil
lourd,29,25,accueil,lourd@accueil
bébé,29,26,accueil,bébé@accueil
ronde,29,27,accueil,ronde@accueil
chose,29,28,accueil,chose@accueil
imagerie,29,29,accueil,imagerie@accueil
ruban,29,30,accueil,ruban@accueil
refaire,29,31,accueil,refaire@accueil
rue,29,32,accueil,rue@accueil
bonhomme,29,33,accueil,bonhomme@accueil
ça,29,34,accueil,ça@accueil
rincer,29,35,accueil,rincer@accueil
pointer,29,36,accueil,pointer@accueil
armure,29,37,accueil,armure@accueil
bureau,29,38,accueil,bureau@accueil
travers,29,39,accueil,travers@accueil
arbre,29,40,accueil,arbre@accueil
pan,29,41,accueil,pan@accueil
superbe,29,42,accueil,superbe@accueil
renverser,30,0,accueil,renverser@accueil
pneu,30,1,accueil,pneu@accueil
chaussure,30,2,accueil,chaussure@accueil
mercredi,30,3,accueil,mercredi@accueil
adorer,30,4,accueil,adorer@accueil
cheminer,30,5,accueil,cheminer@accueil
pâques,30,6,accueil,pâques@accueil
durer,30,7,accueil,durer@accueil
déjeuner,30,8,accueil,déjeuner@accueil
surface,30,9,accueil,surface@accueil
fatigué,30,10,accueil,fatigué@accueil
repartir,30,11,accueil,repartir@accueil
bécassine,30,12,accueil,bécassine@accueil
coton,30,13,accueil,coton@accueil
désert,30,14,accueil,désert@accueil
marquer,30,15,accueil,marquer@accueil
cascade,30,16,accueil,cascade@accueil
veste,30,17,accueil,veste@accueil
crêpe,30,18,accueil,crêpe@accueil
finir,30,19,accueil,finir@accueil
cours,30,20,accueil,cours@accueil
pratique,30,21,accueil,pratique@accueil
travail,30,22,accueil,travail@accueil
serviette,30,23,accueil,serviette@accueil
compter,30,24,accueil,compter@accueil
trop,30,25,accueil,trop@accueil
nuit,30,26,accueil,nuit@accueil
boîte,30,27,accueil,boîte@accueil
lucas,30,28,accueil,lucas@accueil
artichaut,30,29,accueil,artichaut@accueil
somptueux,30,30,accueil,somptueux@accueil
chaperon,30,31,accueil,chaperon@accueil
pansement,30,32,accueil,pansement@accueil
droite,30,33,accueil,droite@accueil
quoi,30,34,accueil,quoi@accueil
lave,30,35,accueil,lave@accueil
ami,30,36,accueil,ami@accueil
bulle,30,37,accueil,bulle@accueil
trousse,30,38,accueil,trousse@accueil
remarquer,30,39,accueil,remarquer@accueil
affirmer,30,40,accueil,affirmer@accueil
forêt,30,41,accueil,forêt@accueil
grenouille,30,42,accueil,grenouille@accueil
complimenter,31,0,accueil,complimenter@accueil
colorer,31,1,accueil,colorer@accueil
las,31,2,accueil,las@accueil
relire,31,3,accueil,relire@accueil
royaume,31,4,accueil,royaume@accueil
compliment,31,5,accueil,compliment@accueil
milieu,31,6,accueil,milieu@accueil
rassurer,31,7,accueil,rassurer@accueil
aiguille,31,8,accueil,aiguille@accueil
mot,31,9,accueil,mot@accueil
biche,31,10,accueil,biche@accueil
bousculer,31,11,accueil,bousculer@accueil
torchon,31,12,accueil,torchon@accueil
porte-monnaie,31,13,accueil,porte-monnaie@accueil
tremper,31,14,accueil,tremper@accueil
tresse,31,15,accueil,tresse@accueil
sœur,31,16,accueil,sœur@accueil
bleu,31,17,accueil,bleu@accueil
cueillir,31,18,accueil,cueillir@accueil
miel,31,19,accueil,miel@accueil
pot,31,20,accueil,pot@accueil
sucrer,31,21,accueil,sucrer@accueil
jamais,31,22,accueil,jamais@accueil
tromper,31,23,accueil,tromper@accueil
attraper,31,24,accueil,attraper@accueil
catherine,31,25,accueil,catherine@accueil
couler,31,26,accueil,couler@accueil
prochain,31,27,accueil,prochain@accueil
serre-tête,31,28,accueil,serre-tête@accueil
bionique,31,29,accueil,bionique@accueil
attention,31,30,accueil,attention@accueil
rouge,31,31,accueil,rouge@accueil
bandage,31,32,accueil,bandage@accueil
animalerie,31,33,accueil,animalerie@accueil
fêter,31,34,accueil,fêter@accueil
campagne,31,35,accueil,campagne@accueil
naître,31,36,accueil,naître@accueil
reconnaître,31,37,accueil,reconnaître@accueil
ouvra,31,38,accueil,ouvra@accueil
oublier,31,39,accueil,oublier@accueil
dresser,31,40,accueil,dresser@accueil
masse,31,41,accueil,masse@accueil
âge,31,42,accueil,âge@accueil
queue,32,0,accueil,queue@accueil
bouclier,32,1,accueil,bouclier@accueil
pistolet,32,2,accueil,pistolet@accueil
inscrire,32,3,accueil,inscrire@accueil
sonné,32,4,accueil,sonné@accueil
fauteuil,32,5,accueil,fauteuil@accueil
gratter,32,6,accueil,gratter@accueil
cuisiner,32,7,accueil,cuisiner@accueil
ilona,32,8,accueil,ilona@accueil
monstre,32,9,accueil,monstre@accueil
pleuvoir,32,10,accueil,pleuvoir@accueil
radiateur,32,11,accueil,radiateur@accueil
sauter,32,12,accueil,sauter@accueil
veille,32,13,accueil,veille@accueil
jeter,32,14,accueil,jeter@accueil
dormeur,32,15,accueil,dormeur@accueil
colorier,32,16,accueil,colorier@accueil
chaudement,32,17,accueil,chaudement@accueil
froid,32,18,accueil,froid@accueil
arrière,32,19,accueil,arrière@accueil
enlever,32,20,accueil,enlever@accueil
couteau,32,21,accueil,couteau@accueil
pommade,32,22,accueil,pommade@accueil
penser,32,23,accueil,penser@accueil
secours,32,24,accueil,secours@accueil
dentifrice,32,25,accueil,dentifrice@accueil
rechercher,32,26,accueil,rechercher@accueil
avance,32,27,accueil,avance@accueil
